,DWJZ,FSRQ,JZZZL,LJJZ
6,0.6860,2012-02-01,-1.58,2.0460
7,0.6970,2012-01-31,0.14,2.0570
8,0.6960,2012-01-30,-1.56,2.0560
9,0.7070,2012-01-20,1.29,2.0670
10,0.6980,2012-01-19,1.90,2.0580
11,0.6850,2012-01-18,-1.58,2.0450
12,0.6960,2012-01-17,5.94,2.0560
13,0.6570,2012-01-16,-2.52,2.0170
14,0.6740,2012-01-13,-2.03,2.0340
15,0.6880,2012-01-12,-0.15,2.0480
16,0.6890,2012-01-11,-0.58,2.0490
17,0.6930,2012-01-10,3.43,2.0530
18,0.6700,2012-01-09,4.36,2.0300
19,0.6420,2012-01-06,0.63,2.0020
0,0.6380,2012-01-05,-1.85,1.9980
1,0.6500,2012-01-04,-2.26,2.0100
2,0.6650,2011-12-31,0.00,2.0250
3,0.6650,2011-12-30,1.68,2.0250
4,0.6540,2011-12-29,0.46,2.0140
5,0.6510,2011-12-28,-0.31,2.0110
6,0.6530,2011-12-27,-1.21,2.0130
7,0.6610,2011-12-26,-1.20,2.0210
8,0.6690,2011-12-23,0.60,2.0290
9,0.6650,2011-12-22,0.00,2.0250
10,0.6650,2011-12-21,-1.63,2.0250
11,0.6760,2011-12-20,0.00,2.0360
12,0.6760,2011-12-19,-0.30,2.0360
13,0.6780,2011-12-16,2.26,2.0380
14,0.6630,2011-12-15,-3.63,2.0230
15,0.6880,2011-12-14,-1.29,2.0480
16,0.6970,2011-12-13,-2.38,2.0570
17,0.7140,2011-12-12,-1.11,2.0740
18,0.7220,2011-12-09,-1.10,2.0820
19,0.7300,2011-12-08,-0.27,2.0900
0,0.7320,2011-12-07,0.55,2.0920
1,0.7280,2011-12-06,-0.27,2.0880
2,0.7300,2011-12-05,-2.01,2.0900
3,0.7450,2011-12-02,-1.84,2.1050
4,0.7590,2011-12-01,2.85,2.1190
5,0.7380,2011-11-30,-3.66,2.0980
6,0.7660,2011-11-29,1.73,2.1260
7,0.7530,2011-11-28,0.27,2.1130
8,0.7510,2011-11-25,-0.79,2.1110
9,0.7570,2011-11-24,-0.13,2.1170
10,0.7580,2011-11-23,-1.17,2.1180
11,0.7670,2011-11-22,0.00,2.1270
12,0.7670,2011-11-21,-0.26,2.1270
13,0.7690,2011-11-18,-2.41,2.1290
14,0.7880,2011-11-17,-0.38,2.1480
15,0.7910,2011-11-16,-2.83,2.1510
16,0.8140,2011-11-15,-0.37,2.1740
17,0.8170,2011-11-14,2.25,2.1770
18,0.7990,2011-11-11,-0.13,2.1590
19,0.8000,2011-11-10,-1.60,2.1600
0,0.8130,2011-11-09,0.87,2.1730
1,0.8060,2011-11-08,-0.37,2.1660
2,0.8090,2011-11-07,-0.86,2.1690
3,0.8160,2011-11-04,0.99,2.1760
4,0.8080,2011-11-03,0.00,2.1680
5,0.8080,2011-11-02,1.25,2.1680
6,0.7980,2011-11-01,-0.25,2.1580
7,0.8000,2011-10-31,-0.12,2.1600
8,0.8010,2011-10-28,2.56,2.1610
9,0.7810,2011-10-27,0.13,2.1410
10,0.7800,2011-10-26,0.78,2.1400
11,0.7740,2011-10-25,2.79,2.1340
12,0.7530,2011-10-24,2.87,2.1130
13,0.7320,2011-10-21,-0.81,2.0920
14,0.7380,2011-10-20,-3.53,2.0980
15,0.7650,2011-10-19,-0.65,2.1250
16,0.7700,2011-10-18,-3.27,2.1300
17,0.7960,2011-10-17,0.25,2.1560
18,0.7940,2011-10-14,-0.25,2.1540
19,0.7960,2011-10-13,0.89,2.1560
0,0.7890,2011-10-12,3.14,2.1490
1,0.7650,2011-10-11,-1.80,2.1250
2,0.7790,2011-10-10,-1.14,2.1390
3,0.7880,2011-09-30,-0.51,2.1480
4,0.7920,2011-09-29,-1.25,2.1520
5,0.8020,2011-09-28,-0.74,2.1620
6,0.8080,2011-09-27,1.00,2.1680
7,0.8000,2011-09-26,-2.20,2.1600
8,0.8180,2011-09-23,-0.85,2.1780
9,0.8250,2011-09-22,-2.94,2.1850
10,0.8500,2011-09-21,3.03,2.2100
11,0.8250,2011-09-20,0.73,2.1850
12,0.8190,2011-09-19,-2.15,2.1790
13,0.8370,2011-09-16,0.24,2.1970
14,0.8350,2011-09-15,0.00,2.1950
15,0.8350,2011-09-14,0.48,2.1950
16,0.8310,2011-09-13,-1.31,2.1910
17,0.8420,2011-09-09,-0.24,2.2020
18,0.8440,2011-09-08,-0.47,2.2040
19,0.8480,2011-09-07,2.17,2.2080
0,0.8300,2011-09-06,-1.19,2.1900
1,0.8400,2011-09-05,-2.55,2.2000
2,0.8620,2011-09-02,-1.37,2.2220
3,0.8740,2011-09-01,-0.23,2.2340
4,0.8760,2011-08-31,0.23,2.2360
5,0.8740,2011-08-30,-0.11,2.2340
6,0.8750,2011-08-29,-1.46,2.2350
7,0.8880,2011-08-26,-0.11,2.2480
8,0.8890,2011-08-25,3.25,2.2490
9,0.8610,2011-08-24,-0.92,2.2210
10,0.8690,2011-08-23,1.76,2.2290
11,0.8540,2011-08-22,-0.81,2.2140
12,0.8610,2011-08-19,-1.94,2.2210
13,0.8780,2011-08-18,-1.57,2.2380
14,0.8920,2011-08-17,-0.78,2.2520
15,0.8990,2011-08-16,-0.66,2.2590
16,0.9050,2011-08-15,0.67,2.2650
17,0.8990,2011-08-12,0.45,2.2590
18,0.8950,2011-08-11,1.24,2.2550
19,0.8840,2011-08-10,0.80,2.2440
0,0.8770,2011-08-09,-0.11,2.2370
1,0.8780,2011-08-08,-3.20,2.2380
2,0.9070,2011-08-05,-1.52,2.2670
3,0.9210,2011-08-04,0.22,2.2810
4,0.9190,2011-08-03,-0.22,2.2790
5,0.9210,2011-08-02,-0.22,2.2810
6,0.9230,2011-08-01,0.65,2.2830
7,0.9170,2011-07-29,-0.54,2.2770
8,0.9220,2011-07-28,0.44,2.2820
9,0.9180,2011-07-27,1.32,2.2780
10,0.9060,2011-07-26,0.11,2.2660
11,0.9050,2011-07-25,-2.79,2.2650
12,0.9310,2011-07-22,0.43,2.2910
13,0.9270,2011-07-21,-0.96,2.2870
14,0.9360,2011-07-20,0.00,2.2960
15,0.9360,2011-07-19,-0.32,2.2960
16,0.9390,2011-07-18,-0.32,2.2990
17,0.9420,2011-07-15,0.53,2.3020
18,0.9370,2011-07-14,0.64,2.2970
19,0.9310,2011-07-13,1.64,2.2910
0,0.9160,2011-07-12,-1.40,2.2760
1,0.9290,2011-07-11,-0.11,2.2890
2,0.9300,2011-07-08,0.32,2.2900
3,0.9270,2011-07-07,-0.11,2.2870
4,0.9280,2011-07-06,-0.11,2.2880
5,0.9290,2011-07-05,0.00,2.2890
6,0.9290,2011-07-04,2.09,2.2890
7,0.9100,2011-07-01,0.78,2.2700
8,0.9030,2011-06-30,1.69,2.2630
9,0.8880,2011-06-29,-1.22,2.2480
10,0.8990,2011-06-28,0.45,2.2590
11,0.8950,2011-06-27,0.90,2.2550
12,0.8870,2011-06-24,1.84,2.2470
13,0.8710,2011-06-23,1.75,2.2310
14,0.8560,2011-06-22,-0.12,2.2160
15,0.8570,2011-06-21,1.18,2.2170
16,0.8470,2011-06-20,-0.35,2.2070
17,0.8500,2011-06-17,-0.70,2.2100
18,0.8560,2011-06-16,-1.27,2.2160
19,0.8670,2011-06-15,-0.91,2.2270
0,0.8750,2011-06-14,1.27,2.2350
1,0.8640,2011-06-13,-0.12,2.2240
2,0.8650,2011-06-10,0.12,2.2250
3,0.8640,2011-06-09,-1.59,2.2240
4,0.8780,2011-06-08,-0.11,2.2380
5,0.8790,2011-06-07,0.57,2.2390
6,0.8740,2011-06-03,1.16,2.2340
7,0.8640,2011-06-02,-1.48,2.2240
8,0.8770,2011-06-01,0.34,2.2370
9,0.8740,2011-05-31,1.63,2.2340
10,0.8600,2011-05-30,-0.92,2.2200
11,0.8680,2011-05-27,-0.34,2.2280
12,0.8710,2011-05-26,-0.91,2.2310
13,0.8790,2011-05-25,-0.57,2.2390
14,0.8840,2011-05-24,0.11,2.2440
15,0.8830,2011-05-23,-2.75,2.2430
16,0.9080,2011-05-20,0.44,2.2680
17,0.9040,2011-05-19,-0.99,2.2640
18,0.9130,2011-05-18,0.66,2.2730
19,0.9070,2011-05-17,0.67,2.2670
0,0.9010,2011-05-16,-0.88,2.2610
1,0.9090,2011-05-13,1.34,2.2690
2,0.8970,2011-05-12,-1.54,2.2570
3,0.9110,2011-05-11,0.00,2.2710
4,0.9110,2011-05-10,0.89,2.2710
5,0.9030,2011-05-09,0.44,2.2630
6,0.8990,2011-05-06,-0.77,2.2590
7,0.9060,2011-05-05,-0.55,2.2660
8,0.9110,2011-05-04,-3.09,2.2710
9,0.9400,2011-05-03,0.11,2.3000
10,0.9390,2011-04-29,0.97,2.2990
11,0.9300,2011-04-28,-1.48,2.2900
12,0.9440,2011-04-27,-0.53,2.3040
13,0.9490,2011-04-26,-0.84,2.3090
14,0.9570,2011-04-25,-2.15,2.3170
15,0.9780,2011-04-22,-1.01,2.3380
16,0.9880,2011-04-21,1.02,2.3480
17,0.9780,2011-04-20,0.20,2.3380
18,0.9760,2011-04-19,-2.20,2.3360
19,0.9980,2011-04-18,0.00,2.3580
0,0.9980,2011-04-15,-0.20,2.3580
1,1.0000,2011-04-14,-0.79,2.3600
2,1.0080,2011-04-13,1.10,2.3680
3,0.9970,2011-04-12,-0.99,2.3570
4,1.0070,2011-04-11,-0.69,2.3670
5,1.0140,2011-04-08,1.00,2.3740
6,1.0040,2011-04-07,0.30,2.3640
7,1.0010,2011-04-06,1.52,2.3610
8,0.9860,2011-04-01,1.96,2.3460
9,0.9670,2011-03-31,-0.82,2.3270
10,0.9750,2011-03-30,-0.81,2.3350
11,0.9830,2011-03-29,-1.21,2.3430
12,0.9950,2011-03-28,0.30,2.3550
13,0.9920,2011-03-25,1.43,2.3520
14,0.9780,2011-03-24,-0.31,2.3380
15,0.9810,2011-03-23,1.55,2.3410
16,0.9660,2011-03-22,0.10,2.3260
17,0.9650,2011-03-21,-0.21,2.3250
18,0.9670,2011-03-18,0.94,2.3270
19,0.9580,2011-03-17,-1.64,2.3180
0,0.9740,2011-03-16,1.78,2.3340
1,0.9570,2011-03-15,-1.75,2.3170
2,0.9740,2011-03-14,0.00,2.3340
3,0.9740,2011-03-11,-0.71,2.3340
4,0.9810,2011-03-10,-2.39,2.3410
5,1.0050,2011-03-09,-0.10,2.3650
6,1.0060,2011-03-08,-0.30,2.3660
7,1.0090,2011-03-07,3.38,2.3690
8,0.9760,2011-03-04,1.56,2.3360
9,0.9610,2011-03-03,-1.33,2.3210
10,0.9740,2011-03-02,-0.61,2.3340
11,0.9800,2011-03-01,0.72,2.3400
12,0.9730,2011-02-28,1.25,2.3330
13,0.9610,2011-02-25,0.10,2.3210
14,0.9600,2011-02-24,0.73,2.3200
15,0.9530,2011-02-23,0.21,2.3130
16,0.9510,2011-02-22,-3.45,2.3110
17,0.9850,2011-02-21,1.55,2.3450
18,0.9700,2011-02-18,-1.12,2.3300
19,0.9810,2011-02-17,-0.51,2.3410
0,0.9860,2011-02-16,1.75,2.3460
1,0.9690,2011-02-15,-0.21,2.3290
2,0.9710,2011-02-14,4.07,2.3310
3,0.9330,2011-02-11,0.32,2.2930
4,0.9300,2011-02-10,2.76,2.2900
5,0.9050,2011-02-09,-2.90,2.2650
6,0.9320,2011-02-01,0.65,2.2920
7,0.9260,2011-01-31,0.87,2.2860
8,0.9180,2011-01-28,0.55,2.2780
9,0.9130,2011-01-27,2.13,2.2730
10,0.8940,2011-01-26,1.25,2.2540
11,0.8830,2011-01-25,-0.23,2.2430
12,0.8850,2011-01-24,-2.64,2.2450
13,0.9090,2011-01-21,1.00,2.2690
14,0.9000,2011-01-20,-3.85,2.2600
15,0.9360,2011-01-19,2.74,2.2960
16,0.9110,2011-01-18,-0.22,2.2710
17,0.9130,2011-01-17,-4.10,2.2730
18,0.9520,2011-01-14,-2.46,2.3120
19,0.9760,2011-01-13,-0.31,2.3360
0,0.9790,2011-01-12,0.00,2.3390
1,0.9790,2011-01-11,0.62,2.3390
2,0.9730,2011-01-10,-2.80,2.3330
3,1.0010,2011-01-07,-0.89,2.3610
4,1.0100,2011-01-06,-0.20,2.3700
5,1.0120,2011-01-05,0.00,2.3720
6,1.0120,2011-01-04,2.64,2.3720
7,0.9860,2010-12-31,3.79,2.3460
8,0.9500,2010-12-30,0.53,2.3100
9,0.9450,2010-12-29,0.21,2.3050
10,0.9430,2010-12-28,-1.87,2.3030
11,0.9610,2010-12-27,-1.44,2.3210
12,0.9750,2010-12-24,-1.22,2.3350
13,0.9870,2010-12-23,-0.40,2.3470
14,0.9910,2010-12-22,-1.49,2.3510
15,1.0060,2010-12-21,2.03,2.3660
16,0.9860,2010-12-20,-1.20,2.3460
17,0.9980,2010-12-17,-0.50,2.3580
18,1.0030,2010-12-16,-0.78,2.3630
19,1.0210,2010-12-15,-0.49,2.3710
0,1.0260,2010-12-14,0.20,2.3760
1,1.0240,2010-12-13,3.23,2.3740
2,0.9920,2010-12-10,1.22,2.3420
3,0.9800,2010-12-09,-1.61,2.3300
4,0.9960,2010-12-08,-0.50,2.3460
5,1.0010,2010-12-07,1.52,2.3510
6,0.9860,2010-12-06,0.10,2.3360
7,0.9850,2010-12-03,-0.10,2.3350
8,0.9860,2010-12-02,0.61,2.3360
9,0.9800,2010-12-01,-0.31,2.3300
10,0.9830,2010-11-30,-0.81,2.3330
11,0.9910,2010-11-29,-0.60,2.3410
12,0.9970,2010-11-26,-0.99,2.3470
13,1.0070,2010-11-25,1.21,2.3570
14,0.9950,2010-11-24,2.90,2.3450
15,0.9670,2010-11-23,-1.53,2.3170
16,0.9820,2010-11-22,-0.41,2.3320
17,0.9860,2010-11-19,1.13,2.3360
18,0.9750,2010-11-18,2.20,2.3250
19,0.9540,2010-11-17,-2.45,2.3040
0,0.9780,2010-11-16,-4.49,2.3280
1,1.0240,2010-11-15,-0.10,2.3740
2,1.0250,2010-11-12,-6.14,2.3750
3,1.0920,2010-11-11,0.18,2.4420
4,1.0900,2010-11-10,-0.46,2.4400
5,1.0950,2010-11-09,-0.09,2.4450
6,1.0960,2010-11-08,0.83,2.4460
7,1.0870,2010-11-05,1.02,2.4370
8,1.0760,2010-11-04,1.70,2.4260
9,1.0580,2010-11-03,-1.67,2.4080
10,1.0760,2010-11-02,-0.37,2.4260
11,1.0800,2010-11-01,3.95,2.4300
12,1.0390,2010-10-29,0.39,2.3890
13,1.0350,2010-10-28,-0.29,2.3850
14,1.0380,2010-10-27,-1.33,2.3880
15,1.0520,2010-10-26,-0.85,2.4020
16,1.0610,2010-10-25,3.41,2.4110
17,1.0260,2010-10-22,1.38,2.3760
18,1.0120,2010-10-21,0.50,2.3620
19,1.0070,2010-10-20,2.03,2.3570
0,0.9870,2010-10-19,2.71,2.3370
1,0.9610,2010-10-18,-1.13,2.3110
2,0.9720,2010-10-15,1.99,2.3220
3,0.9530,2010-10-14,-1.04,2.3030
4,0.9630,2010-10-13,1.26,2.3130
5,0.9510,2010-10-12,1.28,2.3010
6,0.9390,2010-10-11,0.21,2.2890
7,0.9370,2010-10-08,2.29,2.2870
8,0.9160,2010-09-30,1.22,2.2660
9,0.9050,2010-09-29,-0.88,2.2550
10,0.9130,2010-09-28,-0.22,2.2630
11,0.9150,2010-09-27,1.89,2.2650
12,0.8980,2010-09-21,0.34,2.2480
13,0.8950,2010-09-20,-0.56,2.2450
14,0.9000,2010-09-17,0.45,2.2500
15,0.8960,2010-09-16,-1.54,2.2460
16,0.9100,2010-09-15,-1.83,2.2600
17,0.9270,2010-09-14,0.00,2.2770
18,0.9270,2010-09-13,1.20,2.2770
19,0.9160,2010-09-10,0.66,2.2660
0,0.9100,2010-09-09,-1.30,2.2600
1,0.9220,2010-09-08,0.55,2.2720
2,0.9170,2010-09-07,0.11,2.2670
3,0.9160,2010-09-06,0.88,2.2660
4,0.9080,2010-09-03,0.22,2.2580
5,0.9060,2010-09-02,1.12,2.2560
6,0.8960,2010-09-01,-0.55,2.2460
7,0.9010,2010-08-31,0.22,2.2510
8,0.8990,2010-08-30,1.58,2.2490
9,0.8850,2010-08-27,0.34,2.2350
10,0.8820,2010-08-26,0.23,2.2320
11,0.8800,2010-08-25,-1.68,2.2300
12,0.8950,2010-08-24,0.67,2.2450
13,0.8890,2010-08-23,-0.11,2.2390
14,0.8900,2010-08-20,-1.44,2.2400
15,0.9030,2010-08-19,0.11,2.2530
16,0.9020,2010-08-18,-0.33,2.2520
17,0.9050,2010-08-17,0.67,2.2550
18,0.8990,2010-08-16,1.70,2.2490
19,0.8840,2010-08-13,1.03,2.2340
0,0.8750,2010-08-12,-0.68,2.2250
1,0.8810,2010-08-11,0.46,2.2310
2,0.8770,2010-08-10,-2.56,2.2270
3,0.9000,2010-08-09,0.67,2.2500
4,0.8940,2010-08-06,1.25,2.2440
5,0.8830,2010-08-05,-0.23,2.2330
6,0.8850,2010-08-04,0.34,2.2350
7,0.8820,2010-08-03,-1.23,2.2320
8,0.8930,2010-08-02,1.71,2.2430
9,0.8780,2010-07-30,-0.11,2.2280
10,0.8790,2010-07-29,-0.34,2.2290
11,0.8820,2010-07-28,1.61,2.2320
12,0.8680,2010-07-27,0.00,2.2180
13,0.8680,2010-07-26,0.58,2.2180
14,0.8630,2010-07-23,0.58,2.2130
15,0.8580,2010-07-22,0.94,2.2080
16,0.8500,2010-07-21,0.59,2.2000
17,0.8450,2010-07-20,2.18,2.1950
18,0.8270,2010-07-19,2.10,2.1770
19,0.8100,2010-07-16,0.12,2.1600
0,0.8090,2010-07-15,-1.34,2.1590
1,0.8200,2010-07-14,0.37,2.1700
2,0.8170,2010-07-13,-1.21,2.1670
3,0.8270,2010-07-12,0.73,2.1770
4,0.8210,2010-07-09,2.50,2.1710
5,0.8010,2010-07-08,-0.25,2.1510
6,0.8030,2010-07-07,0.75,2.1530
7,0.7970,2010-07-06,1.92,2.1470
8,0.7820,2010-07-05,0.00,2.1320
9,0.7820,2010-07-02,-0.26,2.1320
10,0.7840,2010-07-01,-1.88,2.1340
11,0.7990,2010-06-30,-1.11,2.1490
12,0.8080,2010-06-29,-3.81,2.1580
13,0.8400,2010-06-28,-1.18,2.1900
14,0.8500,2010-06-25,-1.39,2.2000
15,0.8620,2010-06-24,0.12,2.2120
16,0.8610,2010-06-23,-1.03,2.2110
17,0.8700,2010-06-22,0.35,2.2200
18,0.8670,2010-06-21,2.00,2.2170
19,0.8500,2010-06-18,-3.19,2.2000
0,0.8780,2010-06-17,-1.46,2.2280
1,0.8910,2010-06-11,-0.22,2.2410
2,0.8930,2010-06-10,0.11,2.2430
3,0.8920,2010-06-09,2.18,2.2420
4,0.8730,2010-06-08,0.58,2.2230
5,0.8680,2010-06-07,-0.57,2.2180
6,0.8730,2010-06-04,0.46,2.2230
7,0.8690,2010-06-03,-0.34,2.2190
8,0.8720,2010-06-02,0.93,2.2220
9,0.8640,2010-06-01,-0.46,2.2140
10,0.8680,2010-05-31,-2.14,2.2180
11,0.8870,2010-05-28,0.11,2.2370
12,0.8860,2010-05-27,1.49,2.2360
13,0.8730,2010-05-26,0.00,2.2230
14,0.8730,2010-05-25,-1.02,2.2230
15,0.8820,2010-05-24,3.16,2.2320
16,0.8550,2010-05-21,1.66,2.2050
17,0.8410,2010-05-20,-0.71,2.1910
18,0.8470,2010-05-19,0.36,2.1970
19,0.8440,2010-05-18,0.72,2.1940
0,0.8380,2010-05-17,-4.45,2.1880
1,0.8770,2010-05-14,0.00,2.2270
2,0.8770,2010-05-13,2.69,2.2270
3,0.8540,2010-05-12,-1.16,2.2040
4,0.8640,2010-05-11,-1.71,2.2140
5,0.8790,2010-05-10,-0.57,2.2290
6,0.8840,2010-05-07,-1.45,2.2340
7,0.8970,2010-05-06,-3.03,2.2470
8,0.9250,2010-05-05,1.43,2.2750
9,0.9120,2010-05-04,-0.22,2.2620
10,0.9140,2010-04-30,-1.72,2.2640
11,0.9300,2010-04-29,-2.72,2.2800
12,0.9560,2010-04-28,0.00,2.3060
13,0.9560,2010-04-27,-1.95,2.3060
14,0.9750,2010-04-26,-0.51,2.3250
15,0.9800,2010-04-23,-1.01,2.3300
16,0.9900,2010-04-22,0.20,2.3400
17,0.9880,2010-04-21,2.49,2.3380
18,0.9640,2010-04-20,0.73,2.3140
19,0.9570,2010-04-19,-3.43,2.3070
0,0.9910,2010-04-16,-0.20,2.3410
1,0.9930,2010-04-15,-1.00,2.3430
2,1.0030,2010-04-14,0.91,2.3530
3,0.9940,2010-04-13,-0.20,2.3440
4,0.9960,2010-04-12,0.61,2.3460
5,0.9900,2010-04-09,1.12,2.3400
6,0.9790,2010-04-08,-0.10,2.3290
7,0.9800,2010-04-07,-0.20,2.3300
8,0.9820,2010-04-06,-0.10,2.3320
9,0.9830,2010-04-02,0.72,2.3330
10,0.9760,2010-04-01,1.14,2.3260
11,0.9650,2010-03-31,-0.10,2.3150
12,0.9660,2010-03-30,0.42,2.3160
13,0.9620,2010-03-29,0.84,2.3120
14,0.9540,2010-03-26,1.06,2.3040
15,0.9440,2010-03-25,-0.84,2.2940
16,0.9520,2010-03-24,0.53,2.3020
17,0.9470,2010-03-23,-0.21,2.2970
18,0.9490,2010-03-22,0.64,2.2990
19,0.9430,2010-03-19,0.43,2.2930
0,0.9390,2010-03-18,0.00,2.2890
1,0.9390,2010-03-17,1.84,2.2890
2,0.9220,2010-03-16,0.11,2.2720
3,0.9210,2010-03-15,-1.18,2.2710
4,0.9320,2010-03-12,-1.06,2.2820
5,0.9420,2010-03-11,-0.63,2.2920
6,0.9480,2010-03-10,-0.94,2.2980
7,0.9570,2010-03-09,0.10,2.3070
8,0.9560,2010-03-08,0.74,2.3060
9,0.9490,2010-03-05,0.21,2.2990
10,0.9470,2010-03-04,-2.47,2.2970
11,0.9710,2010-03-03,0.52,2.3210
12,0.9660,2010-03-02,-0.51,2.3160
13,0.9710,2010-03-01,0.52,2.3210
14,0.9660,2010-02-26,0.10,2.3160
15,0.9650,2010-02-25,1.15,2.3150
16,0.9540,2010-02-24,1.71,2.3040
17,0.9380,2010-02-23,-0.32,2.2880
18,0.9410,2010-02-22,-0.42,2.2910
19,0.9450,2010-02-12,0.64,2.2950
0,0.9390,2010-02-11,0.21,2.2890
1,0.9370,2010-02-10,1.63,2.2870
2,0.9220,2010-02-09,0.22,2.2720
3,0.9200,2010-02-08,0.11,2.2700
4,0.9190,2010-02-05,-1.82,2.2690
5,0.9360,2010-02-04,0.21,2.2860
6,0.9340,2010-02-03,1.41,2.2840
7,0.9210,2010-02-02,-0.65,2.2710
8,0.9270,2010-02-01,-1.07,2.2770
9,0.9370,2010-01-29,0.21,2.2870
10,0.9350,2010-01-28,1.30,2.2850
11,0.9230,2010-01-27,-0.43,2.2730
12,0.9270,2010-01-26,-2.83,2.2770
13,0.9540,2010-01-25,-0.93,2.3040
14,0.9630,2010-01-22,-2.03,2.3130
15,0.9830,2010-01-21,0.00,2.3330
16,0.9830,2010-01-20,-3.15,2.3330
17,1.0150,2010-01-19,0.10,2.3650
18,1.0140,2010-01-18,0.50,2.3640
19,1.0090,2010-01-15,0.60,2.3590
0,1.0030,2010-01-14,1.72,2.3530
1,0.9860,2010-01-13,-1.89,2.3360
2,1.0050,2010-01-12,1.72,2.3550
3,0.9880,2010-01-11,0.00,2.3380
4,0.9880,2010-01-08,0.00,2.3380
5,0.9880,2010-01-07,-1.69,2.3380
6,1.0050,2010-01-06,-0.20,2.3550
7,1.0070,2010-01-05,0.30,2.3570
8,1.0040,2010-01-04,-0.89,2.3540
9,1.0130,2009-12-31,0.50,2.3630
10,1.0080,2009-12-30,0.70,2.3580
11,1.0010,2009-12-29,0.30,2.3510
12,0.9980,2009-12-28,1.11,2.3480
13,0.9870,2009-12-25,0.00,2.3370
14,0.9870,2009-12-24,2.49,2.3370
15,0.9630,2009-12-23,0.84,2.3130
16,0.9550,2009-12-22,-2.15,2.3050
17,0.9760,2009-12-21,0.21,2.3260
18,0.9740,2009-12-18,-2.60,2.3240
19,1.0000,2009-12-17,-1.57,2.3500
0,1.0160,2009-12-16,-0.78,2.3660
1,1.0240,2009-12-15,-0.58,2.3740
2,1.0300,2009-12-14,0.39,2.3800
3,1.0260,2009-12-11,0.10,2.3760
4,1.0250,2009-12-10,0.20,2.3750
5,1.0230,2009-12-09,-1.45,2.3730
6,1.0380,2009-12-08,-0.95,2.3880
7,1.0480,2009-12-07,0.87,2.3980
8,1.0390,2009-12-04,0.97,2.3890
9,1.0290,2009-12-03,-0.39,2.3790
10,1.0330,2009-12-02,0.98,2.3830
11,1.0230,2009-12-01,1.09,2.3730
12,1.0120,2009-11-30,3.27,2.3620
13,0.9800,2009-11-27,-2.10,2.3300
14,1.0010,2009-11-26,-3.38,2.3510
15,1.0360,2009-11-25,1.77,2.3860
16,1.0180,2009-11-24,-2.40,2.3680
17,1.0430,2009-11-23,0.48,2.3930
18,1.0380,2009-11-20,-0.29,2.3880
19,1.0410,2009-11-19,0.48,2.3910
0,1.0360,2009-11-18,-0.10,2.3860
1,1.0370,2009-11-17,-0.19,2.3870
2,1.0390,2009-11-16,2.67,2.3890
3,1.0120,2009-11-13,0.10,2.3620
4,1.0110,2009-11-12,0.10,2.3610
5,1.0100,2009-11-11,-0.30,2.3600
6,1.0130,2009-11-10,0.80,2.3630
7,1.0050,2009-11-09,0.00,2.3550
8,1.0050,2009-11-06,0.10,2.3550
9,1.0040,2009-11-05,-0.10,2.3540
10,1.0050,2009-11-04,0.30,2.3550
11,1.0020,2009-11-03,1.01,2.3520
12,0.9920,2009-11-02,3.12,2.3420
13,0.9620,2009-10-30,0.84,2.3120
14,0.9540,2009-10-29,-1.75,2.3040
15,0.9710,2009-10-28,0.21,2.3210
16,0.9690,2009-10-27,-2.22,2.3190
17,0.9910,2009-10-26,-0.30,2.3410
18,0.9940,2009-10-23,1.53,2.3440
19,0.9790,2009-10-22,-0.41,2.3290
0,0.9830,2009-10-21,-0.10,2.3330
1,0.9840,2009-10-20,0.82,2.3340
2,0.9760,2009-10-19,2.20,2.3260
3,0.9550,2009-10-16,0.32,2.3050
4,0.9520,2009-10-15,0.42,2.3020
5,0.9480,2009-10-14,0.74,2.2980
6,0.9410,2009-10-13,1.07,2.2910
7,0.9310,2009-10-12,-0.32,2.2810
8,0.9340,2009-10-09,3.89,2.2840
9,0.8990,2009-09-30,0.90,2.2490
10,0.8910,2009-09-29,0.11,2.2410
11,0.8900,2009-09-28,-2.09,2.2400
12,0.9090,2009-09-25,-0.44,2.2590
13,0.9130,2009-09-24,0.88,2.2630
14,0.9050,2009-09-23,-1.42,2.2550
15,0.9180,2009-09-22,-1.92,2.2680
16,0.9360,2009-09-21,-0.21,2.2860
17,0.9380,2009-09-18,-2.39,2.2880
18,0.9610,2009-09-17,1.05,2.3110
19,0.9510,2009-09-16,-1.76,2.3010
0,0.9680,2009-09-15,0.52,2.3180
1,0.9630,2009-09-14,1.26,2.3130
2,0.9510,2009-09-11,1.82,2.3010
3,0.9340,2009-09-10,-0.64,2.2840
4,0.9400,2009-09-09,0.86,2.2900
5,0.9320,2009-09-08,2.19,2.2820
6,0.9120,2009-09-07,0.55,2.2620
7,0.9070,2009-09-04,0.55,2.2570
8,0.9020,2009-09-03,4.88,2.2520
9,0.8600,2009-09-02,1.65,2.2100
10,0.8460,2009-09-01,0.59,2.1960
11,0.8410,2009-08-31,-6.56,2.1910
12,0.9000,2009-08-28,-4.15,2.2500
13,0.9390,2009-08-27,-1.05,2.2890
14,0.9490,2009-08-26,1.07,2.2990
15,0.9390,2009-08-25,-4.09,2.2890
16,0.9790,2009-08-24,0.62,2.3290
17,0.9730,2009-08-21,1.67,2.3230
18,0.9570,2009-08-20,4.70,2.3070
19,0.9140,2009-08-19,-5.29,2.2640
0,0.9650,2009-08-18,0.31,2.3150
